"Catalogue No","Short Description","ADR Number","Addition Date","SAP No","SAP Check Date","SAP Check Name","Material Owner","Status ADR","Item Status","Sync Status",INC,MGC,"Long Description","Raw Data","Service Type",UOM,Category,Cataloguer,"Cataloguer Name","Cataloguer Check Date","Std App","Std App Name","Std App Check Date","Proc App","Proc App Name","Proc App Check Date"
36353,"TRANSPORT,RELOC:TRAILER 20F;SGN;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001955,"2020-01-31 13:46:06",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: TRAILER 20F;ORIGIN: SGN;DESTINATION: BPN","Pengiriman SANGA-SANGA - BALIKPAPAN BY TRAILER 20FT",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:06",Validate,"STD APP S","2020-01-31 13:46:06",Validate,PROCUREMENT,"2020-01-31 13:46:06"
36354,"TRANSPORT,RELOC:TRAILER 40F;SGN;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001956,"2020-01-31 13:46:06",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: TRAILER 40F;ORIGIN: SGN;DESTINATION: BPN","Pengiriman SANGA-SANGA - BALIKPAPAN BY TRAILER 40FT",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:06",Validate,"STD APP S","2020-01-31 13:46:06",Validate,PROCUREMENT,"2020-01-31 13:46:06"
36355,"TRANSPORT,RELOC:LOWBED;SGN;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001957,"2020-01-31 13:46:07",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: LOWBED;ORIGIN: SGN;DESTINATION: BPN","Pengiriman SANGA-SANGA - BALIKPAPAN BY LOWBED",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:07",Validate,"STD APP S","2020-01-31 13:46:07",Validate,PROCUREMENT,"2020-01-31 13:46:07"
36356,"TRANSPORT,RELOC:PICK UP;BPN;SNK",SSB2020000589,"2020-01-30 22:44:10",S00000000000001958,"2020-01-31 13:46:07",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: PICK UP;ORIGIN: BPN;DESTINATION: SNK","Pengiriman BALIKPAPAN - SENAKIN BY PICK UP",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:07",Validate,"STD APP S","2020-01-31 13:46:07",Validate,PROCUREMENT,"2020-01-31 13:46:07"
36357,"TRANSPORT,RELOC:COLT D4T;BPN;SNK",SSB2020000589,"2020-01-30 22:44:10",S00000000000001959,"2020-01-31 13:46:08",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: COLT D4T;ORIGIN: BPN;DESTINATION: SNK","Pengiriman BALIKPAPAN - SENAKIN BY COLT DIESEL STD 4T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:08",Validate,"STD APP S","2020-01-31 13:46:08",Validate,PROCUREMENT,"2020-01-31 13:46:08"
36358,"TRANSPORT,RELOC:FUSO S7T;BPN;SNK",SSB2020000589,"2020-01-30 22:44:10",S00000000000001960,"2020-01-31 13:46:08",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: FUSO S7T;ORIGIN: BPN;DESTINATION: SNK","Pengiriman BALIKPAPAN - SENAKIN BY FUSO STD 7T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:08",Validate,"STD APP S","2020-01-31 13:46:08",Validate,PROCUREMENT,"2020-01-31 13:46:08"
36359,"TRANSPORT,RELOC:FUSO L9T;BPN;SNK",SSB2020000589,"2020-01-30 22:44:10",S00000000000001961,"2020-01-31 13:46:09",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: FUSO L9T;ORIGIN: BPN;DESTINATION: SNK","Pengiriman BALIKPAPAN - SENAKIN BY FUSO LONG BED 9T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:09",Validate,"STD APP S","2020-01-31 13:46:09",Validate,PROCUREMENT,"2020-01-31 13:46:09"
36360,"TRANSPORT,RELOC:TRONTON 12T;BPN;SNK",SSB2020000589,"2020-01-30 22:44:10",S00000000000001962,"2020-01-31 13:46:10",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: TRONTON 12T;ORIGIN: BPN;DESTINATION: SNK","Pengiriman BALIKPAPAN - SENAKIN BY TRONTON 12T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:10",Validate,"STD APP S","2020-01-31 13:46:10",Validate,PROCUREMENT,"2020-01-31 13:46:10"
36361,"TRANSPORT,RELOC:TRAILER 20F;BPN;SNK",SSB2020000589,"2020-01-30 22:44:10",S00000000000001963,"2020-01-31 13:46:10",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: TRAILER 20F;ORIGIN: BPN;DESTINATION: SNK","Pengiriman BALIKPAPAN - SENAKIN BY TRAILER 20FT",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:10",Validate,"STD APP S","2020-01-31 13:46:10",Validate,PROCUREMENT,"2020-01-31 13:46:10"
36362,"TRANSPORT,RELOC:TRAILER 40F;BPN;SNK",SSB2020000589,"2020-01-30 22:44:10",S00000000000001964,"2020-01-31 13:46:11",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: TRAILER 40F;ORIGIN: BPN;DESTINATION: SNK","Pengiriman BALIKPAPAN - SENAKIN BY TRAILER 40FT",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:11",Validate,"STD APP S","2020-01-31 13:46:11",Validate,PROCUREMENT,"2020-01-31 13:46:11"
36363,"TRANSPORT,RELOC:LOWBED;BPN;SNK",SSB2020000589,"2020-01-30 22:44:10",S00000000000001965,"2020-01-31 13:46:11",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: LOWBED;ORIGIN: BPN;DESTINATION: SNK","Pengiriman BALIKPAPAN - SENAKIN BY LOWBED",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:11",Validate,"STD APP S","2020-01-31 13:46:11",Validate,PROCUREMENT,"2020-01-31 13:46:11"
36364,"TRANSPORT,RELOC:PICK UP;SNK;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001966,"2020-01-31 13:46:12",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: PICK UP;ORIGIN: SNK;DESTINATION: BPN","Pengiriman SENAKIN - BALIKPAPAN BY PICK UP",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:12",Validate,"STD APP S","2020-01-31 13:46:12",Validate,PROCUREMENT,"2020-01-31 13:46:12"
36365,"TRANSPORT,RELOC:COLT D4T;SNK;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001967,"2020-01-31 13:46:12",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: COLT D4T;ORIGIN: SNK;DESTINATION: BPN","Pengiriman SENAKIN - BALIKPAPAN BY COLT DIESEL STD 4T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:12",Validate,"STD APP S","2020-01-31 13:46:12",Validate,PROCUREMENT,"2020-01-31 13:46:12"
36366,"TRANSPORT,RELOC:FUSO S7T;SNK;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001968,"2020-01-31 13:46:13",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: FUSO S7T;ORIGIN: SNK;DESTINATION: BPN","Pengiriman SENAKIN - BALIKPAPAN BY FUSO STD 7T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:13",Validate,"STD APP S","2020-01-31 13:46:13",Validate,PROCUREMENT,"2020-01-31 13:46:13"
36367,"TRANSPORT,RELOC:FUSO L9T;SNK;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001969,"2020-01-31 13:46:14",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: FUSO L9T;ORIGIN: SNK;DESTINATION: BPN","Pengiriman SENAKIN - BALIKPAPAN BY FUSO LONG BED 9T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:14",Validate,"STD APP S","2020-01-31 13:46:14",Validate,PROCUREMENT,"2020-01-31 13:46:14"
36368,"TRANSPORT,RELOC:TRONTON 12T;SNK;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001970,"2020-01-31 13:46:14",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: TRONTON 12T;ORIGIN: SNK;DESTINATION: BPN","Pengiriman SENAKIN - BALIKPAPAN BY TRONTON 12T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:14",Validate,"STD APP S","2020-01-31 13:46:14",Validate,PROCUREMENT,"2020-01-31 13:46:14"
36369,"TRANSPORT,RELOC:TRAILER 20F;SNK;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001971,"2020-01-31 13:46:15",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: TRAILER 20F;ORIGIN: SNK;DESTINATION: BPN","Pengiriman SENAKIN - BALIKPAPAN BY TRAILER 20FT",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:15",Validate,"STD APP S","2020-01-31 13:46:15",Validate,PROCUREMENT,"2020-01-31 13:46:15"
36370,"TRANSPORT,RELOC:TRAILER 40F;SNK;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001972,"2020-01-31 13:46:15",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: TRAILER 40F;ORIGIN: SNK;DESTINATION: BPN","Pengiriman SENAKIN - BALIKPAPAN BY TRAILER 40FT",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:15",Validate,"STD APP S","2020-01-31 13:46:15",Validate,PROCUREMENT,"2020-01-31 13:46:15"
36371,"TRANSPORT,RELOC:LOWBED;SNK;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001973,"2020-01-31 13:46:16",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: LOWBED;ORIGIN: SNK;DESTINATION: BPN","Pengiriman SENAKIN - BALIKPAPAN BY LOWBED",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:16",Validate,"STD APP S","2020-01-31 13:46:16",Validate,PROCUREMENT,"2020-01-31 13:46:16"
36372,"TRANSPORT,RELOC:PICK UP;BPN;SOR",SSB2020000589,"2020-01-30 22:44:10",S00000000000001974,"2020-01-31 13:46:16",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: PICK UP;ORIGIN: BPN;DESTINATION: SOR","Pengiriman BALIKPAPAN - SOROAKO BY PICK UP",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:16",Validate,"STD APP S","2020-01-31 13:46:16",Validate,PROCUREMENT,"2020-01-31 13:46:16"
36373,"TRANSPORT,RELOC:COLT D4T;BPN;SOR",SSB2020000589,"2020-01-30 22:44:10",S00000000000001975,"2020-01-31 13:46:17",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: COLT D4T;ORIGIN: BPN;DESTINATION: SOR","Pengiriman BALIKPAPAN - SOROAKO BY COLT DIESEL STD 4T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:17",Validate,"STD APP S","2020-01-31 13:46:17",Validate,PROCUREMENT,"2020-01-31 13:46:17"
36374,"TRANSPORT,RELOC:FUSO S7T;BPN;SOR",SSB2020000589,"2020-01-30 22:44:10",S00000000000001976,"2020-01-31 13:46:18",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: FUSO S7T;ORIGIN: BPN;DESTINATION: SOR","Pengiriman BALIKPAPAN - SOROAKO BY FUSO STD 7T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:18",Validate,"STD APP S","2020-01-31 13:46:18",Validate,PROCUREMENT,"2020-01-31 13:46:18"
36375,"TRANSPORT,RELOC:FUSO L9T;BPN;SOR",SSB2020000589,"2020-01-30 22:44:10",S00000000000001977,"2020-01-31 13:46:18",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: FUSO L9T;ORIGIN: BPN;DESTINATION: SOR","Pengiriman BALIKPAPAN - SOROAKO BY FUSO LONG BED 9T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:18",Validate,"STD APP S","2020-01-31 13:46:18",Validate,PROCUREMENT,"2020-01-31 13:46:18"
36376,"TRANSPORT,RELOC:TRONTON 12T;BPN;SOR",SSB2020000589,"2020-01-30 22:44:10",S00000000000001978,"2020-01-31 13:46:19",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: TRONTON 12T;ORIGIN: BPN;DESTINATION: SOR","Pengiriman BALIKPAPAN - SOROAKO BY TRONTON 12T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:19",Validate,"STD APP S","2020-01-31 13:46:19",Validate,PROCUREMENT,"2020-01-31 13:46:19"
36377,"TRANSPORT,RELOC:TRAILER 20F;BPN;SOR",SSB2020000589,"2020-01-30 22:44:10",S00000000000001979,"2020-01-31 13:46:20",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: TRAILER 20F;ORIGIN: BPN;DESTINATION: SOR","Pengiriman BALIKPAPAN - SOROAKO BY TRAILER 20FT",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:20",Validate,"STD APP S","2020-01-31 13:46:20",Validate,PROCUREMENT,"2020-01-31 13:46:20"
36378,"TRANSPORT,RELOC:TRAILER 40F;BPN;SOR",SSB2020000589,"2020-01-30 22:44:10",S00000000000001980,"2020-01-31 13:46:20",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: TRAILER 40F;ORIGIN: BPN;DESTINATION: SOR","Pengiriman BALIKPAPAN - SOROAKO BY TRAILER 40FT",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:20",Validate,"STD APP S","2020-01-31 13:46:20",Validate,PROCUREMENT,"2020-01-31 13:46:20"
36379,"TRANSPORT,RELOC:LOWBED;BPN;SOR",SSB2020000589,"2020-01-30 22:44:10",S00000000000001981,"2020-01-31 13:46:21",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: LOWBED;ORIGIN: BPN;DESTINATION: SOR","Pengiriman BALIKPAPAN - SOROAKO BY LOWBED",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:21",Validate,"STD APP S","2020-01-31 13:46:21",Validate,PROCUREMENT,"2020-01-31 13:46:21"
36380,"TRANSPORT,RELOC:PICK UP;SOR;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001982,"2020-01-31 13:46:21",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: PICK UP;ORIGIN: SOR;DESTINATION: BPN","Pengiriman SOROAKO - BALIKPAPAN BY PICK UP",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:21",Validate,"STD APP S","2020-01-31 13:46:21",Validate,PROCUREMENT,"2020-01-31 13:46:21"
36381,"TRANSPORT,RELOC:COLT D4T;SOR;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001983,"2020-01-31 13:46:22",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: COLT D4T;ORIGIN: SOR;DESTINATION: BPN","Pengiriman SOROAKO - BALIKPAPAN BY COLT DIESEL STD 4T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:22",Validate,"STD APP S","2020-01-31 13:46:22",Validate,PROCUREMENT,"2020-01-31 13:46:22"
36382,"TRANSPORT,RELOC:FUSO S7T;SOR;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001984,"2020-01-31 13:46:22",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: FUSO S7T;ORIGIN: SOR;DESTINATION: BPN","Pengiriman SOROAKO - BALIKPAPAN BY FUSO STD 7T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:22",Validate,"STD APP S","2020-01-31 13:46:22",Validate,PROCUREMENT,"2020-01-31 13:46:22"
36383,"TRANSPORT,RELOC:FUSO L9T;SOR;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001985,"2020-01-31 13:46:22",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: FUSO L9T;ORIGIN: SOR;DESTINATION: BPN","Pengiriman SOROAKO - BALIKPAPAN BY FUSO LONG BED 9T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:22",Validate,"STD APP S","2020-01-31 13:46:22",Validate,PROCUREMENT,"2020-01-31 13:46:22"
36384,"TRANSPORT,RELOC:TRONTON 12T;SOR;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001986,"2020-01-31 13:46:23",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: TRONTON 12T;ORIGIN: SOR;DESTINATION: BPN","Pengiriman SOROAKO - BALIKPAPAN BY TRONTON 12T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:23",Validate,"STD APP S","2020-01-31 13:46:23",Validate,PROCUREMENT,"2020-01-31 13:46:23"
36385,"TRANSPORT,RELOC:TRAILER 20F;SOR;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001987,"2020-01-31 13:46:23",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: TRAILER 20F;ORIGIN: SOR;DESTINATION: BPN","Pengiriman SOROAKO - BALIKPAPAN BY TRAILER 20FT",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:23",Validate,"STD APP S","2020-01-31 13:46:23",Validate,PROCUREMENT,"2020-01-31 13:46:23"
36386,"TRANSPORT,RELOC:TRAILER 40F;SOR;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001988,"2020-01-31 13:46:24",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: TRAILER 40F;ORIGIN: SOR;DESTINATION: BPN","Pengiriman SOROAKO - BALIKPAPAN BY TRAILER 40FT",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:24",Validate,"STD APP S","2020-01-31 13:46:24",Validate,PROCUREMENT,"2020-01-31 13:46:24"
36387,"TRANSPORT,RELOC:LOWBED;SOR;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001989,"2020-01-31 13:46:24",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: LOWBED;ORIGIN: SOR;DESTINATION: BPN","Pengiriman SOROAKO - BALIKPAPAN BY LOWBED",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:24",Validate,"STD APP S","2020-01-31 13:46:24",Validate,PROCUREMENT,"2020-01-31 13:46:24"
36388,"TRANSPORT,RELOC:PICK UP;BPN;SPA",SSB2020000589,"2020-01-30 22:44:10",S00000000000001990,"2020-01-31 13:46:25",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: PICK UP;ORIGIN: BPN;DESTINATION: SPA","Pengiriman BALIKPAPAN - SENIPAH BY PICK UP",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:25",Validate,"STD APP S","2020-01-31 13:46:25",Validate,PROCUREMENT,"2020-01-31 13:46:25"
36389,"TRANSPORT,RELOC:COLT D4T;BPN;SPA",SSB2020000589,"2020-01-30 22:44:10",S00000000000001991,"2020-01-31 13:46:25",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: COLT D4T;ORIGIN: BPN;DESTINATION: SPA","Pengiriman BALIKPAPAN - SENIPAH BY COLT DIESEL STD 4T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:25",Validate,"STD APP S","2020-01-31 13:46:25",Validate,PROCUREMENT,"2020-01-31 13:46:25"
36390,"TRANSPORT,RELOC:FUSO S7T;BPN;SPA",SSB2020000589,"2020-01-30 22:44:10",S00000000000001992,"2020-01-31 13:46:26",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: FUSO S7T;ORIGIN: BPN;DESTINATION: SPA","Pengiriman BALIKPAPAN - SENIPAH BY FUSO STD 7T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:26",Validate,"STD APP S","2020-01-31 13:46:26",Validate,PROCUREMENT,"2020-01-31 13:46:26"
36391,"TRANSPORT,RELOC:FUSO L9T;BPN;SPA",SSB2020000589,"2020-01-30 22:44:10",S00000000000001993,"2020-01-31 13:46:26",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: FUSO L9T;ORIGIN: BPN;DESTINATION: SPA","Pengiriman BALIKPAPAN - SENIPAH BY FUSO LONG BED 9T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:26",Validate,"STD APP S","2020-01-31 13:46:26",Validate,PROCUREMENT,"2020-01-31 13:46:26"
36392,"TRANSPORT,RELOC:TRONTON 12T;BPN;SPA",SSB2020000589,"2020-01-30 22:44:10",S00000000000001994,"2020-01-31 13:46:26",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: TRONTON 12T;ORIGIN: BPN;DESTINATION: SPA","Pengiriman BALIKPAPAN - SENIPAH BY TRONTON 12T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:26",Validate,"STD APP S","2020-01-31 13:46:26",Validate,PROCUREMENT,"2020-01-31 13:46:26"
36393,"TRANSPORT,RELOC:TRAILER 20F;BPN;SPA",SSB2020000589,"2020-01-30 22:44:10",S00000000000001995,"2020-01-31 13:46:27",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: TRAILER 20F;ORIGIN: BPN;DESTINATION: SPA","Pengiriman BALIKPAPAN - SENIPAH BY TRAILER 20FT",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:27",Validate,"STD APP S","2020-01-31 13:46:27",Validate,PROCUREMENT,"2020-01-31 13:46:27"
36394,"TRANSPORT,RELOC:TRAILER 40F;BPN;SPA",SSB2020000589,"2020-01-30 22:44:10",S00000000000001996,"2020-01-31 13:46:27",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: TRAILER 40F;ORIGIN: BPN;DESTINATION: SPA","Pengiriman BALIKPAPAN - SENIPAH BY TRAILER 40FT",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:27",Validate,"STD APP S","2020-01-31 13:46:27",Validate,PROCUREMENT,"2020-01-31 13:46:27"
36395,"TRANSPORT,RELOC:LOWBED;BPN;SPA",SSB2020000589,"2020-01-30 22:44:10",S00000000000001997,"2020-01-31 13:46:28",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: LOWBED;ORIGIN: BPN;DESTINATION: SPA","Pengiriman BALIKPAPAN - SENIPAH BY LOWBED",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:28",Validate,"STD APP S","2020-01-31 13:46:28",Validate,PROCUREMENT,"2020-01-31 13:46:28"
36396,"TRANSPORT,RELOC:PICK UP;SPA;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001998,"2020-01-31 13:46:28",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: PICK UP;ORIGIN: SPA;DESTINATION: BPN","Pengiriman SENIPAH - BALIKPAPAN BY PICK UP",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:28",Validate,"STD APP S","2020-01-31 13:46:28",Validate,PROCUREMENT,"2020-01-31 13:46:28"
36397,"TRANSPORT,RELOC:COLT D4T;SPA;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000001999,"2020-01-31 13:46:28",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: COLT D4T;ORIGIN: SPA;DESTINATION: BPN","Pengiriman SENIPAH - BALIKPAPAN BY COLT DIESEL STD 4T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:28",Validate,"STD APP S","2020-01-31 13:46:28",Validate,PROCUREMENT,"2020-01-31 13:46:28"
36398,"TRANSPORT,RELOC:FUSO S7T;SPA;BPN",SSB2020000589,"2020-01-30 22:44:10",S00000000000002000,"2020-01-31 13:46:29",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101804,78101800,"TRANSPORT,RELOC:MODE TYPE: FUSO S7T;ORIGIN: SPA;DESTINATION: BPN","Pengiriman SENIPAH - BALIKPAPAN BY FUSO STD 7T",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 13:46:29",Validate,"STD APP S","2020-01-31 13:46:29",Validate,PROCUREMENT,"2020-01-31 13:46:29"
